"DateTime","FSC-Gain","SSC-Gain","SSC-B-Gain","V1-Gain","V2-Gain","V3-Gain","V4-Gain","V5-Gain","V6-Gain","V7-Gain","V8-Gain","V9-Gain","V10-Gain","V11-Gain","V12-Gain","V13-Gain","V14-Gain","V15-Gain","V16-Gain","B1-Gain","B2-Gain","B3-Gain","B4-Gain","B5-Gain","B6-Gain","B7-Gain","B8-Gain","B9-Gain","B10-Gain","B11-Gain","B12-Gain","B13-Gain","B14-Gain","R1-Gain","R2-Gain","R3-Gain","R4-Gain","R5-Gain","R6-Gain","R7-Gain","R8-Gain","Flag-FSC-Gain","Flag-SSC-Gain","Flag-SSC-B-Gain","Flag-V1-Gain","Flag-V2-Gain","Flag-V3-Gain","Flag-V4-Gain","Flag-V5-Gain","Flag-V6-Gain","Flag-V7-Gain","Flag-V8-Gain","Flag-V9-Gain","Flag-V10-Gain","Flag-V11-Gain","Flag-V12-Gain","Flag-V13-Gain","Flag-V14-Gain","Flag-V15-Gain","Flag-V16-Gain","Flag-B1-Gain","Flag-B2-Gain","Flag-B3-Gain","Flag-B4-Gain","Flag-B5-Gain","Flag-B6-Gain","Flag-B7-Gain","Flag-B8-Gain","Flag-B9-Gain","Flag-B10-Gain","Flag-B11-Gain","Flag-B12-Gain","Flag-B13-Gain","Flag-B14-Gain","Flag-R1-Gain","Flag-R2-Gain","Flag-R3-Gain","Flag-R4-Gain","Flag-R5-Gain","Flag-R6-Gain","Flag-R7-Gain","Flag-R8-Gain","FSC-% rCV","SSC-% rCV","SSC-B-% rCV","V1-% rCV","V2-% rCV","V3-% rCV","V4-% rCV","V5-% rCV","V6-% rCV","V7-% rCV","V8-% rCV","V9-% rCV","V10-% rCV","V11-% rCV","V12-% rCV","V13-% rCV","V14-% rCV","V15-% rCV","V16-% rCV","B1-% rCV","B2-% rCV","B3-% rCV","B4-% rCV","B5-% rCV","B6-% rCV","B7-% rCV","B8-% rCV","B9-% rCV","B10-% rCV","B11-% rCV","B12-% rCV","B13-% rCV","B14-% rCV","R1-% rCV","R2-% rCV","R3-% rCV","R4-% rCV","R5-% rCV","R6-% rCV","R7-% rCV","R8-% rCV","Flag-FSC-% rCV","Flag-SSC-% rCV","Flag-SSC-B-% rCV","Flag-V1-% rCV","Flag-V2-% rCV","Flag-V3-% rCV","Flag-V4-% rCV","Flag-V5-% rCV","Flag-V6-% rCV","Flag-V7-% rCV","Flag-V8-% rCV","Flag-V9-% rCV","Flag-V10-% rCV","Flag-V11-% rCV","Flag-V12-% rCV","Flag-V13-% rCV","Flag-V14-% rCV","Flag-V15-% rCV","Flag-V16-% rCV","Flag-B1-% rCV","Flag-B2-% rCV","Flag-B3-% rCV","Flag-B4-% rCV","Flag-B5-% rCV","Flag-B6-% rCV","Flag-B7-% rCV","Flag-B8-% rCV","Flag-B9-% rCV","Flag-B10-% rCV","Flag-B11-% rCV","Flag-B12-% rCV","Flag-B13-% rCV","Flag-B14-% rCV","Flag-R1-% rCV","Flag-R2-% rCV","Flag-R3-% rCV","Flag-R4-% rCV","Flag-R5-% rCV","Flag-R6-% rCV","Flag-R7-% rCV","Flag-R8-% rCV","Violet-Laser Delay","Blue-Laser Delay","Red-Laser Delay","Flag-Violet-Laser Delay","Flag-Blue-Laser Delay","Flag-Red-Laser Delay","Violet-Area Scaling Factor","Blue-Area Scaling Factor","Red-Area Scaling Factor","Flag-Violet-Area Scaling Factor","Flag-Blue-Area Scaling Factor","Flag-Red-Area Scaling Factor","Violet-Laser Power","Blue-Laser Power","Red-Laser Power","Flag-Violet-Laser Power","Flag-Blue-Laser Power","Flag-Red-Laser Power","FSCAreaScalingFactor","Flag-FSCAreaScalingFactor","FlowRate","Flag-FlowRate","Temperature","Flag-Temperature"
2026-06-10 09:53:01,361,13,87,213,341,305,184,194,203,264,334,275,314,265,200,206,270,332,303,662,380,348,464,284,246,492,502,576,436,264,475,499,474,542,366,405,364,268,219,522,332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6293168,2.6278243,2.9384477,2.9836695,2.748885,2.7046058,2.6756065,2.7162786,2.530224,2.7737024,2.9416583,2.9549844,2.8563404,2.9141736,2.9867473,3.0562828,3.0771189,3.0266333,3.200674,2.0246773,2.032697,1.9764361,1.5345689,1.7959853,1.8048352,1.5974703,1.5739694,1.9437469,1.8811564,1.704585,1.7206529,2.1731386,1.9462308,2.0535073,1.8464962,1.8401986,1.9505669,1.9272504,1.9598577,2.3243144,2.203162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.3,0,26.92,FALSE,FALSE,FALSE,1.18,1.09,1.2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,10.73,FALSE,27,FALSE
2026-06-09 09:37:45,361,13,92,214,343,306,185,196,206,266,337,274,315,262,197,202,265,326,299,683,396,359,476,292,253,504,514,586,446,270,485,510,481,531,354,396,354,261,212,506,321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8446431,3.1397696,3.3840797,3.6242452,3.368818,3.2964454,3.3116121,3.3709965,3.1611753,3.4044378,3.6459348,3.7047367,3.5833147,3.585424,3.7106707,3.7895641,3.8438063,3.7492254,4.0099154,2.1564438,2.174272,2.1398964,1.7148571,1.9891527,2.0096328,1.7439449,1.8050313,2.1593153,2.1189034,1.8798987,1.9702781,2.4512413,2.0957568,3.069576,2.840116,2.870598,3.0122046,2.9470725,3.079013,3.4069564,3.3690236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.12,0,27.28,FALSE,FALSE,FALSE,1.18,1.07,1.19,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.15,FALSE,10.95,FALSE,24.6,FALSE
2026-06-08 14:37:46,361,13,86,216,340,305,184,197,204,265,336,275,321,264,203,208,274,336,310,656,379,351,461,283,246,487,505,584,440,265,476,507,473,525,366,413,370,269,223,526,335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5306287,3.3514886,3.1115694,3.8175154,3.6204615,3.5220788,3.5400088,3.5485346,3.423128,3.6176596,3.7756946,3.877265,3.8027167,3.7662644,3.880071,3.9613717,4.0003138,3.8880997,4.1263657,2.4902618,2.5673165,2.558179,1.9340796,2.322631,2.2059758,1.9495288,1.8601799,2.351019,2.3367705,1.9790034,1.9939218,2.5627944,2.3710988,2.4549525,2.1339984,2.1782544,2.2899654,2.2228138,2.2739415,2.75439,2.6406922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.25,0,26.9,FALSE,FALSE,FALSE,1.18,1.09,1.2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,10.61,FALSE,27.8,FALSE
2026-06-04 08:52:29,361,13,88,212,337,302,180,190,198,254,315,262,305,257,211,236,315,396,367,646,368,331,438,268,235,478,508,625,493,303,552,590,564,556,383,469,441,329,268,649,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.596758,2.7102866,3.1216762,3.101259,2.8686645,2.8005514,2.793707,2.848908,2.6336625,2.8683455,3.0628812,3.108729,3.0251498,3.0780647,3.4835153,4.344519,4.6880083,4.8593855,5.0545692,2.095987,2.1131792,2.1444056,1.8136216,1.929673,1.8272711,1.5893381,1.6666591,2.66172,3.1833477,3.389044,3.6805444,4.058256,3.992423,2.3193574,2.3650115,3.630419,4.2383857,4.4467273,4.3226833,4.708355,4.7625566,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.3,0,27.08,FALSE,FALSE,FALSE,1.18,1.09,1.21,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.17,FALSE,11.15,FALSE,26.1,FALSE
2026-06-03 09:12:08,361,13,90,210,333,301,181,192,201,261,330,267,311,255,193,200,262,322,294,674,387,356,471,286,248,495,515,581,442,267,482,504,480,516,348,392,350,259,210,503,321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.5677426,2.348215,3.0164587,2.7589886,2.4971077,2.4385967,2.4560313,2.5270517,2.3149955,2.5499337,2.7558787,2.7510755,2.6617715,2.7182264,2.7718496,2.8295298,2.8270028,2.8248928,3.0034585,1.9781595,1.9143397,1.8974142,1.4977865,1.7387036,1.7671757,1.5569859,1.5790627,1.8970662,1.8767897,1.727677,1.7285516,2.1981614,1.9050552,2.4522789,2.1970837,2.262604,2.3521976,2.335576,2.3984795,2.7261178,2.6228433,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.25,0,27.18,FALSE,FALSE,FALSE,1.18,1.08,1.2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,10.69,FALSE,25.1,FALSE
2026-06-02 09:35:19,361,13,90,210,333,301,181,192,201,261,330,267,311,255,193,200,262,322,294,674,387,356,471,286,248,495,515,581,442,267,482,504,480,516,348,392,350,259,210,503,321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8499033,2.5722046,3.2185295,3.0039408,2.7236662,2.6890223,2.6963353,2.7345362,2.4931898,2.789061,3.0145853,3.0443892,2.8856828,2.962916,3.035226,3.0828326,3.142761,3.090607,3.2895896,2.081553,2.0870504,2.054902,1.6035137,1.8937395,1.9254692,1.6972961,1.6964449,2.0717726,2.0450997,1.8316444,1.8163681,2.3901725,2.0508566,2.762274,2.582529,2.5936165,2.7235816,2.6783462,2.7916512,3.137011,3.0548468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.2,0,27.25,FALSE,FALSE,FALSE,1.18,1.08,1.2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,13.1,FALSE,25,FALSE
2026-06-01 08:58:26,361,13,88,211,334,301,181,192,200,260,327,268,308,256,196,201,261,323,298,659,386,354,462,284,247,492,510,586,441,267,481,506,476,543,364,406,364,266,219,517,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6367382,3.0075336,3.1915638,3.3819425,3.0709186,3.0286105,3.034783,3.090508,2.8567348,3.137124,3.3786938,3.4287114,3.289673,3.3346705,3.4386358,3.4891262,3.5188968,3.4334118,3.6397603,2.13629,2.1739538,2.1780205,1.5605843,1.9555258,1.9585233,1.6609063,1.633297,2.133791,2.132102,1.804542,1.8151041,2.425904,2.1155872,2.7840974,2.5292273,2.5931199,2.7653801,2.668647,2.81481,3.1884856,3.029951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.22,0,27.05,FALSE,FALSE,FALSE,1.18,1.09,1.2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.17,FALSE,13.41,FALSE,26.2,FALSE
2026-05-29 09:08:11,361,13,88,211,334,301,181,192,200,260,327,268,308,256,196,201,261,323,298,659,386,354,462,284,247,492,510,586,441,267,481,506,476,543,364,406,364,266,219,517,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.4245696,3.2281485,3.1078148,3.7227883,3.4655046,3.3931308,3.3876028,3.4382727,3.2356944,3.4995418,3.7478256,3.8343086,3.7131689,3.7179205,3.946595,4.306908,4.473432,4.3961415,4.650182,2.2777703,2.3543167,2.370513,1.6888523,2.1065488,2.0237803,1.6843406,1.6854335,2.3131468,2.4212008,2.2273092,2.339423,2.807127,2.711031,2.708117,2.3959048,2.6413608,2.8073602,2.8961613,2.8781404,3.254554,3.2687175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.25,0,26.92,FALSE,FALSE,FALSE,1.18,1.09,1.21,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,12.79,FALSE,27,FALSE
2026-05-28 09:24:18,361,13,88,211,334,301,181,192,200,260,327,268,308,256,196,201,261,323,298,659,386,354,462,284,247,492,510,586,441,267,481,506,476,543,364,406,364,266,219,517,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.960522,3.0697563,3.0258963,3.4540977,3.2790375,3.1923313,3.1846511,3.2092755,3.0618901,3.2715406,3.4932845,3.5288901,3.450827,3.4878862,3.5960143,3.6786094,3.6977377,3.612974,3.857163,2.1954784,2.2398505,2.275572,1.6822984,2.03844,1.9619249,1.6926806,1.7084247,2.147318,2.1365058,1.8141297,1.8788794,2.3685968,2.146472,2.3804095,2.1577625,2.195079,2.3161683,2.2830331,2.3094275,2.7702498,2.6597137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.3,0,26.98,FALSE,FALSE,FALSE,1.18,1.09,1.21,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,9.95,FALSE,27.2,FALSE
2026-05-27 10:10:11,361,13,88,211,334,301,181,192,200,260,327,268,308,256,196,201,261,323,298,659,386,354,462,284,247,492,510,586,441,267,481,506,476,543,364,406,364,266,219,517,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.0387702,3.0977032,3.0100188,3.5939276,3.3602126,3.2907848,3.2932744,3.3334606,3.1647627,3.3940983,3.608819,3.6571894,3.5477455,3.5755656,3.6925752,3.7760084,3.8000708,3.7065468,3.9233067,2.3239622,2.3863685,2.4069016,1.7217013,2.1234584,2.047701,1.7728176,1.7234783,2.223083,2.214652,1.843518,1.8952998,2.465579,2.2186947,2.470458,2.1967347,2.2541182,2.4007125,2.3304186,2.3926287,2.8553061,2.7230005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-27.32,0,26.95,FALSE,FALSE,FALSE,1.18,1.09,1.21,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.16,FALSE,10.2,FALSE,27.6,FALSE
